Unnamed: 0,created_at,favorite_count,full_text,id,retweet_count,user.id,user.name
30,2020-11-11,14,"UK government must condemn Trump denial of defeat, says Labour https://t.co/vzBpJUsSF2",1326550149053571075,6,16042794,Guardian US
31,2020-11-11,7,"""We are totally ducked, we are ducked to the max"" 

In the final 2020 episode of Anywhere but Washington, @OliverLaughland spends time at a Trump election party, and speaks to guests as the night takes a turn. 

Watch in full: https://t.co/Lbf2JLye9A https://t.co/YCQuAHFtjN",1326549092399423494,3,16042794,Guardian US
32,2020-11-11,6,"Tottenham to start talks with Son Heung-min on £200,000-a-week deal https://t.co/gJC25AkGuH",1326548644166656001,0,16042794,Guardian US
33,2020-11-11,1,Finding Steve McQueen review – 70s-set heist comedy that can't locate any charisma https://t.co/0ce07DhyVg,1326535657594867712,1,16042794,Guardian US
34,2020-11-11,3,Has Donald Trump already landed a $100m book and TV deal? https://t.co/21R97PyJ6D,1326531902925365248,4,16042794,Guardian US
35,2020-11-11,1,Florida braced as Eta strengthens in Gulf to become hurricane again https://t.co/J7yJGA1PDa,1326531899016290304,1,16042794,Guardian US
36,2020-11-11,11,‘I need to make sure I’m heard’: the hurdles young Texans overcame to cast their vote https://t.co/IsAZq2PAld,1326525881054089217,6,16042794,Guardian US
37,2020-11-11,8,"The Biden coalition is fragile, fleeting and should alarm Democrats | Ben Davis https://t.co/UAeYWAH8xj",1326500794707943425,3,16042794,Guardian US
38,2020-11-11,27,End of Trump era deals heavy blow to rightwing populist leaders worldwide https://t.co/WY84KLLp0R,1326497178488102912,9,16042794,Guardian US
39,2020-11-11,9,"US Covid response must tie economic recovery to virus control, experts say https://t.co/mDYXrBG0D1",1326494058504720385,4,16042794,Guardian US
40,2020-11-11,8,Joe Biden's election alone cannot heal a divided nation. We will all have to do that | Susan Bro https://t.co/vjuUOw7bk0,1326490002189119490,3,16042794,Guardian US
41,2020-11-11,34,Enough is enough: Republicans' fealty to Trump imperils America itself | Jill Filipovic https://t.co/EuNRQruOst,1326486338594594817,15,16042794,Guardian US
42,2020-11-11,1,Dylan Groenewegen banned for nine months over crash with Fabio Jakobsen https://t.co/1XdxKQ0Q4v,1326486052811444224,0,16042794,Guardian US
43,2020-11-11,11,"Trump's refusal to concede is an ""embarrassment"", Biden says: First Thing Election Special https://t.co/VLzjHCVmHJ",1326482518665728000,2,16042794,Guardian US
44,2020-11-11,10,Prop 22: why Uber's victory in California could harm gig workers nationwide https://t.co/EPYbH55QhE,1326481615774748672,5,16042794,Guardian US
45,2020-11-11,22,'Downright dangerous': Democrat alarm as Trump stacks Pentagon with loyalists https://t.co/gQ7KYgh7Ko,1326481613484601344,17,16042794,Guardian US
46,2020-11-11,5,'Everything buried in mud': Hurricane Eta's devastating blow to Honduras https://t.co/CrC1rvyGIM,1326477276641452033,5,16042794,Guardian US
47,2020-11-11,2,Bolsonaro takes swipe at Biden and again dismisses Covid deaths – video https://t.co/WGVBXvUClI,1326473426673000448,2,16042794,Guardian US
48,2020-11-11,2,US investor Bill Ackman places new bet against corporate credit https://t.co/yNsX5cUwil,1326469736486621184,2,16042794,Guardian US
49,2020-11-11,10,Guardian readers on the election result: 'The hopes of a nation rest in good hands' https://t.co/coFRkzBfvg,1326465496775004160,2,16042794,Guardian US
50,2020-11-11,5,Tall order for Biden to fix immigration system after four years of Trump https://t.co/LtglOmhoPO,1326457631788175361,3,16042794,Guardian US
51,2020-11-11,4,Collin Martin: 'I can’t stand up against hate if I‘m not going to stick up for myself' https://t.co/Pn0ftCRnmZ,1326455667603898369,4,16042794,Guardian US
52,2020-11-11,8,US election 2020: Biden says denying result 'will not help Trump's legacy' – live updates https://t.co/oAUgqj9gA9,1326450527840985088,1,16042794,Guardian US
53,2020-11-11,17,Trump's presidency was met with fierce feminist resistance. We must cling to it | Rhiannon Lucy Cosslett https://t.co/bSVdTDXexG,1326450286995644416,4,16042794,Guardian US
54,2020-11-11,4,Treasure trove of Nasa photos including first selfie in space up for auction https://t.co/Xxd29djWwE,1326439493717651456,2,16042794,Guardian US
55,2020-11-11,4,"How 2020 transformed big tech: the story of Facebook, QAnon and the world’s slackening grip on reality https://t.co/cyTdJyZEPf",1326435672320774145,5,16042794,Guardian US
56,2020-11-11,5,A toxic UK-US deal is just as likely under President Biden | Nick Dearden https://t.co/Vn0KKII7pl,1326431848168304641,2,16042794,Guardian US
57,2020-11-11,30,Doug Emhoff prepares to break new ground as America's second gentleman https://t.co/tamgFaP901,1326427519101362178,5,16042794,Guardian US
58,2020-11-11,34,Loser: Donald Trump derided defeat– now he must live with it https://t.co/gOloQJNPm5,1326423847311126534,12,16042794,Guardian US
59,2020-11-11,32,Is this the death of Fox News's love affair with Donald Trump? | Arwa Mahdawi https://t.co/zQwmgkEvPx,1326420172543025154,8,16042794,Guardian US
60,2020-11-11,36,"Trump is refusing to concede, he's doing a coup! | First Dog on the Moon https://t.co/j3MlCywwyn",1326414943147741188,10,16042794,Guardian US
61,2020-11-11,18,US election result boosts preparations for UN climate summit https://t.co/NdLQivKJ5X,1326410473567383552,4,16042794,Guardian US
62,2020-11-11,11,The US was lucky to get Trump – Biden may pave the way for a more competent autocrat | George Monbiot https://t.co/DEy2PE3n6g,1326404990362144769,8,16042794,Guardian US
63,2020-11-11,12,"Britney Spears will not perform again if her father is in charge of her career, lawyer argues https://t.co/gZ6OnD7g2G",1326376386945294337,4,16042794,Guardian US
64,2020-11-11,24,US postal worker recants voter-fraud claims after Republicans call for inquiry https://t.co/zQfIKFhCFg,1326363680758435842,12,16042794,Guardian US
65,2020-11-11,6,California counties return to restrictive Covid rules amid hospitalization surge https://t.co/ilQlHkmoqi,1326328747507806209,4,16042794,Guardian US
66,2020-11-11,27,First murder hornet nest found to have 200 queens capable of spawning new nests https://t.co/a0cKsJc019,1326324302254370816,18,16042794,Guardian US
67,2020-11-11,2,Tiger Woods gives seal of approval to 'incredible' Bryson DeChambeau https://t.co/cAaq0DcWRs,1326317751842050050,1,16042794,Guardian US
68,2020-11-11,4,"Coronavirus live news: governments scramble to secure vaccine doses as US infections top 100,000 for seventh day in a row https://t.co/3VXysJX5Tv",1326313872706375682,1,16042794,Guardian US
69,2020-11-10,16,'An embarrassment': Joe Biden criticizes Trump's refusal to concede election https://t.co/0ir8Y3mmgj,1326295509259194368,3,16042794,Guardian US
70,2020-11-10,16,"Jimmy Kimmel: 'Darth Tax Evader has been toppled, and America responded with a dance party' https://t.co/4JbmlEAfCL",1326288559746260997,2,16042794,Guardian US
71,2020-11-10,2,Pond to pin: Jon Rahm hits amazing water shot at Masters practice – video https://t.co/SjcD0YSQAW,1326284107480002569,0,16042794,Guardian US
72,2020-11-10,0,Augusta's king of caddies: how Willie Lee Stokes set the tone for an era | Ewan Murray https://t.co/qcXTbBBaPN,1326277954582818817,2,16042794,Guardian US
73,2020-11-10,3,How US voter turnout increased in key states – a visual guide https://t.co/IjztHwjwmz,1326274513202532352,4,16042794,Guardian US
74,2020-11-10,13,'We are already beginning the transition': Biden and Harris defend Obamacare – video https://t.co/r7aHuFetlI,1326271343357272068,3,16042794,Guardian US
75,2020-11-10,6,Pompeo makes baseless claims about ‘smooth transition to second Trump administration’ https://t.co/ajnnPFJWF5,1326271341453074435,6,16042794,Guardian US
76,2020-11-10,0,FTSE 100 recovers to highest level since June after vaccine unveiled https://t.co/ONRir3Sv9U,1326269827493859339,3,16042794,Guardian US
77,2020-11-10,3,Gunmen shoot dead female Libyan dissident in busy Benghazi street https://t.co/0hEhOyKjGf,1326266253007347714,3,16042794,Guardian US
78,2020-11-10,1,Pittsburgh's Ben Roethlisberger among four Steelers added to Covid-19 list https://t.co/0Ms8I5kE8c,1326261024278917124,0,16042794,Guardian US
79,2020-11-10,17,Boris Johnson phones to congratulate Joe Biden and discuss 'close' relationship https://t.co/WnRX4yKhlh,1326250081847218177,4,16042794,Guardian US
80,2020-11-10,1,F1 plans longest ever 23-race calendar for 2021 but Vietnam GP cancelled https://t.co/tUs45fDeJJ,1326246344017764353,0,16042794,Guardian US
81,2020-11-10,6,Peru's new president accused of coup after ousting of predecessor https://t.co/ymznXISnol,1326242775994683392,3,16042794,Guardian US
82,2020-11-10,4,New research sheds light on Alexander Hamilton's ties to slavery https://t.co/vxZzeLcd56,1326241449441193988,5,16042794,Guardian US
83,2020-11-10,6,Mexico police open fire on femicide protest in Cancún https://t.co/gp4SgEI15A,1326238339574476800,8,16042794,Guardian US
84,2020-11-10,7,Trump's vote fraud claims go viral on social media despite curbs https://t.co/UVTUsYHxC0,1326234647353831424,4,16042794,Guardian US
85,2020-11-10,31,Donald Trump's latest endeavor? Asking his supporters to pay his debts https://t.co/rxYcGLukQK,1326231357111066635,9,16042794,Guardian US
86,2020-11-10,0,Spanish statue bodge-up is a new rival to Borja's Monkey Christ https://t.co/tJMwViQBns,1326230887139258374,0,16042794,Guardian US
87,2020-11-10,19,DoJ officials condemn Barr's approval of voter fraud inquires without evidence https://t.co/3JPBr7OTXK,1326227411743236097,5,16042794,Guardian US
88,2020-11-10,1,Saeb Erekat obituary https://t.co/wZnuPBXVQV,1326224571553509376,0,16042794,Guardian US
89,2020-11-10,1,Alberto Aquilani: 'We lost so what I did for Liverpool was forgotten' https://t.co/V1JNQABSlu,1326220715012612096,0,16042794,Guardian US
90,2020-11-10,7,Trumpism may well endure in a dangerously divided country | Letters https://t.co/g4eb5EFay0,1326217138194051075,4,16042794,Guardian US
91,2020-11-10,3,Charming case of mistaken identity | Brief letters https://t.co/4GTk0kcELd,1326216157037268999,0,16042794,Guardian US
92,2020-11-10,1,Can Joe Biden and Kamala Harris unite America after Trump – video explainer https://t.co/I30CUb0lTD,1326214907885461506,2,16042794,Guardian US
93,2020-11-10,17,Trump was always destined to lose - and he has only himself to blame | Walter Shapiro https://t.co/KND0XECfai,1326213596691488768,8,16042794,Guardian US
94,2020-11-10,5,"Joe Biden's victory marks the end of a chapter, not a new beginning | Lloyd Green https://t.co/fG6zzdfBMo",1326210728223707136,3,16042794,Guardian US
95,2020-11-10,0,Trump's longshot election lawsuits: where do things stand? https://t.co/cqDjrOKW0V,1326203973934657543,2,16042794,Guardian US
96,2020-11-10,20,70% of Republicans say election wasn't 'free and fair' despite no evidence of fraud – study https://t.co/yjli8NJjDq,1326196725745405956,9,16042794,Guardian US
97,2020-11-10,7,"US records seventh consecutive day of more than 100,000 new Covid cases https://t.co/Q7Bz9Nvrvt",1326192626983448579,9,16042794,Guardian US
98,2020-11-10,1,What does Obamacare actually do and when will the supreme court rule on it? https://t.co/e0OpA8IAJW,1326188947010187265,4,16042794,Guardian US
99,2020-11-10,6,Amazon charged with abusing EU competition rules https://t.co/21zUhLLpV9,1326186452242341898,3,16042794,Guardian US
100,2020-11-10,11,"""Biden's listening to the stupid scientists"" 

Here's what guests at a Trump election party had to say to @OliverLaughland as the results rolled in, with confidence and celebration gradually giving way to frustration and disappointment. https://t.co/2Kt8HlHmsl",1326182827143159809,2,16042794,Guardian US
101,2020-11-10,1,"""There's no limit to what we can do if we put our minds together."" In the final 2020 episode of Anywhere but Washington, @OliverLaughland joins grassroots activists as they celebrate Biden's win on the streets of Florida. 

Watch the full episode here: https://t.co/Lbf2JLgDi2 https://t.co/j19qN8qQ0Z",1326179605045276673,2,16042794,Guardian US
102,2020-11-10,3,Trump’s justice department to argue for end of Obamacare at supreme court https://t.co/cDSOewAL3O,1326179580428898305,1,16042794,Guardian US
103,2020-11-10,3,Now what does Giuliani's Four Seasons Total Landscaping farce remind me of? | Marina Hyde https://t.co/q42KtMMuyy,1326176054705315843,3,16042794,Guardian US
104,2020-11-10,4,"Biden ‘never going to see Trump again’ after inauguration, says sister https://t.co/rHekfLMEA8",1326168921926463489,4,16042794,Guardian US
105,2020-11-10,3,"What is the future for Latino voters in the US? Five experts weigh in | Chuck Rocha, Cristina Beltrán, Danielle Pilar Clealand, Arlene Dávila, Sonja Diaz https://t.co/cZYqfPHs0Q",1326167554679824391,2,16042794,Guardian US
106,2020-11-10,2,USA v Europe: Is the balance of power in women's soccer shifting? https://t.co/1WQx1qMaZR,1326163160974454788,2,16042794,Guardian US
107,2020-11-10,10,Johnson's Biden win tweet contains hidden Trump congratulations https://t.co/lHqvhUQt14,1326152904877682688,4,16042794,Guardian US
108,2020-11-10,14,Can Joe Biden avoid Obama's mistakes? He must – for the future of the party | David Sirota https://t.co/pz6ZGMOSlv,1326145097549930497,7,16042794,Guardian US
109,2020-11-10,3,US steps up pace of child deportations to Guatemala citing pandemic emergency https://t.co/g7C2pQDBnT,1326140998897053697,5,16042794,Guardian US
110,2020-11-10,2,"USA plan 'to educate' with anti-racism protest before Wales game, says Adams https://t.co/Q9uQ9ohbj6",1326136581074415617,1,16042794,Guardian US
111,2020-11-10,10,Reproductive health NGOs pin hopes on Biden reversing ‘global gag rule’ https://t.co/u4eO6yyNdQ,1326132722956464129,3,16042794,Guardian US
112,2020-11-10,11,Black voters drove Joe Biden's victory - and have offered this country a reboot | Cliff Albright https://t.co/YVgMzSqZVj,1326129268280209408,4,16042794,Guardian US
113,2020-11-10,1,Trial begins of man who admitted killing 10 in Toronto van attack https://t.co/uQVXbtEx6L,1326125813725597698,1,16042794,Guardian US
114,2020-11-10,6,Brace yourselves. The next Donald Trump could be much worse | Bhaskar Sunkara https://t.co/PyqsBhaRj5,1326122216128450560,6,16042794,Guardian US
115,2020-11-10,6,'The most misunderstood state': why California's not as liberal as you think https://t.co/zofKCxlvMK,1326118337210970112,1,16042794,Guardian US
116,2020-11-10,7,Trump poised to leave legacy of chaos with last-minute foreign policy moves | Analysis https://t.co/IAEUvJG04z,1326102898720317440,5,16042794,Guardian US
117,2020-11-10,5,Devastating 2020 Atlantic hurricane season breaks all records https://t.co/1Ol4eDk3ix,1326101119467184128,8,16042794,Guardian US
118,2020-11-10,2,My streaming gem: why you should watch The Selling https://t.co/pGfFVeAS0U,1326090907926618112,0,16042794,Guardian US
119,2020-11-10,4,'A fowl of the law': men sentenced for cooking chicken in Yellowstone hot spring https://t.co/1mpd6qoQRD,1326087298245677056,1,16042794,Guardian US
120,2020-11-10,2,Megan Rapinoe: Manchester United 'disgraceful' for women's football delay https://t.co/QVSjgKg5Bc,1326082936739868672,2,16042794,Guardian US
121,2020-11-10,6,US election 2020: Biden to speak as Trump and the supreme court threaten Obamacare – live updates https://t.co/hSeXrURqK0,1326079554759364615,4,16042794,Guardian US
122,2020-11-10,7,Why Republican control of US Senate would kneecap climate action https://t.co/v72u3BAJeV,1326076269080039429,7,16042794,Guardian US
123,2020-11-10,7,Soul of the nation: how Joe Biden's faith will shape his presidency https://t.co/gGWRMIphYn,1326072757717708800,2,16042794,Guardian US
124,2020-11-10,4,The tasks Joe Biden faces: from racial justice to restoring faith in science https://t.co/leTIGQoeLg,1326072755943510017,3,16042794,Guardian US
125,2020-11-10,3,Cash cow: could carbon credits get US farmers to plant trees? https://t.co/Wsq20YMRJP,1326068448636645376,3,16042794,Guardian US
126,2020-11-10,2,Fatman: the Mel Gibson Santa action comedy we really don't need right now https://t.co/yBZXJWZazG,1326055883533586433,2,16042794,Guardian US
127,2020-11-10,6,Cam Newton sparks late New England Patriots rally past winless New York Jets https://t.co/WghX8T4USC,1326052129782591488,1,16042794,Guardian US
128,2020-11-10,6,Forget unity – now elections deliver revenge as much as representation | William Davies https://t.co/0EhJPKBpLV,1326046386555645953,2,16042794,Guardian US
129,2020-11-10,56,'Whoa' – Fox News cuts off Kayleigh McEnany for 'illegal votes' spiel https://t.co/fLpJ5GYPYs,1326012530796470277,9,16042794,Guardian US
130,2020-11-10,6,Barr tells prosecutors to investigate 'vote irregularities' despite lack of evidence https://t.co/P3lJ9Z4S3R,1325985073645154307,2,16042794,Guardian US
131,2020-11-10,2,Bucks' Sterling Brown agrees to $750k settlement over stungun arrest https://t.co/3FRSISttwG,1325965775715397633,2,16042794,Guardian US
132,2020-11-10,3,Coronavirus live news: WHO warns Covid 'not tired of us' as top UK scientist says vaccine 'feels like watershed moment' https://t.co/SQnutArDtg,1325952549858504711,0,16042794,Guardian US
133,2020-11-09,1,Progressive forces of the left can win by working together | Letters https://t.co/GPo6CWsz1e,1325935291992068100,1,16042794,Guardian US
134,2020-11-09,2,Elliott Erwitt: 'Photography is pretty simple. You just react to what you see' https://t.co/VFS7tOV8NE,1325929299531141122,1,16042794,Guardian US
135,2020-11-09,13,Was Donald Trump's White House watch party a super-spreader event? https://t.co/TW6fCNvcON,1325927599915282434,3,16042794,Guardian US
136,2020-11-09,28,John Oliver on Biden's victory: 'Genuinely hard to overstate the level of relief' https://t.co/5gwTAEuqRf,1325924125324570624,4,16042794,Guardian US
137,2020-11-09,6,'The fight goes on': exiled former president Evo Morales returns to Bolivia https://t.co/MuiRu2zZPs,1325918059127844867,4,16042794,Guardian US
138,2020-11-09,1,Global markets: winners and losers as Covid vaccine hopes send shares surging https://t.co/2wDynxHkts,1325914343972679683,1,16042794,Guardian US
139,2020-11-09,2,PM channels his inner John Wayne in vaccine metaphor meltdown https://t.co/Qxi6GIIu24,1325908661017976833,4,16042794,Guardian US
140,2020-11-09,0,Augusta on a go-slow as Masters week finally arrives seven months late https://t.co/KAAETZxGOV,1325905035293757441,0,16042794,Guardian US
141,2020-11-09,3,Streetwear brand Supreme to be sold to Timberland owner VF for $2.1bn https://t.co/CtKH4vbgW1,1325901171027021831,0,16042794,Guardian US
142,2020-11-09,12,Local Arkansas police chief quits after calling for violence against Democrats https://t.co/MJJAAVKayq,1325896371011022848,12,16042794,Guardian US
143,2020-11-09,3,Augusta National names Lee Elder an honorary starter for Masters 2021 https://t.co/RUCfnJ4STY,1325895872618647554,1,16042794,Guardian US
144,2020-11-09,12,Joe Biden vows to 'spare no effort' in tackling Covid as US sees record cases https://t.co/IuLnGzRYO1,1325892115356901377,0,16042794,Guardian US
145,2020-11-09,6,"Trump has no intention of offering concession, campaign insists https://t.co/sCOVhfxTOz",1325891325410074630,3,16042794,Guardian US
146,2020-11-09,7,The Guardian view on Johnson's Biden problem: not going away | Editorial https://t.co/XNrzPKZF2l,1325890709619171328,3,16042794,Guardian US
147,2020-11-09,5,How Kim Kardashian became the public health activist for the stars https://t.co/iF4dvZkmnm,1325887164870238209,4,16042794,Guardian US
148,2020-11-09,6,Pfizer/BioNTech vaccine announcement is cause for cautious celebration https://t.co/AidVaCL5TS,1325883693769109507,2,16042794,Guardian US
149,2020-11-09,8,Nevada county has become a predictor of US election outcomes https://t.co/4UJx2TQ9UO,1325880016907997184,4,16042794,Guardian US
150,2020-11-09,4,Two dead as Russian military helicopter shot down in Armenia https://t.co/JqCjwWQL8z,1325876104427696128,1,16042794,Guardian US
151,2020-11-09,17,Loser! Voters revel in targeting Trump with one of his favourite taunts https://t.co/i3YS1kERwQ,1325871733581209605,6,16042794,Guardian US
152,2020-11-09,3,Ryan Reynolds and Rob McElhenney hope to make Wrexham 'a global force' https://t.co/GDoC62FtpX,1325868244469571584,2,16042794,Guardian US
153,2020-11-09,10,Mark Esper fired as Pentagon chief after contradicting Trump https://t.co/fYxsSIiKii,1325865014037794816,5,16042794,Guardian US
154,2020-11-09,14,Joe Biden: US still facing 'very dark winter' despite promising coronavirus vaccine news – video https://t.co/ZQMMBuXRPg,1325862239027548163,3,16042794,Guardian US
155,2020-11-09,1,Sergio García withdraws from Masters after testing positive for coronavirus https://t.co/CA8ZJqhouJ,1325859975902744576,0,16042794,Guardian US
156,2020-11-09,0,"RT @Jamiles: My only beef with this video is that it has kept @oliverlaughland on the road for days, thus preventing me from getting a beer…",1325856768266825734,1,16042794,Guardian US
157,2020-11-09,10,US coronavirus cases near 10m as Ben Carson reportedly tests positive https://t.co/QgUYMkounq,1325853776213897217,3,16042794,Guardian US
158,2020-11-09,21,Stacey Abrams: Georgia's political heroine … and romance author https://t.co/sJlY84RUuM,1325852668347224064,5,16042794,Guardian US
159,2020-11-09,8,Joe Biden says US 'still facing a very dark winter' after unveiling Covid taskforce – live https://t.co/Klzzb4p1Cf,1325848647934873600,3,16042794,Guardian US
160,2020-11-09,8,Biden is far from perfect – but we should still take a moment to savour his victory | Suzanne Moore https://t.co/m9TJU2QOsX,1325846569304854528,2,16042794,Guardian US
161,2020-11-09,3,How Jo helped Joe to the White House | Brief letters https://t.co/h6U5GK6Vhg,1325845513271455745,1,16042794,Guardian US
162,2020-11-09,28,'Make America rake again': Four Seasons Total Landscaping cashes in on Trump fiasco https://t.co/exegJp9PdZ,1325841777169936386,10,16042794,Guardian US
163,2020-11-09,3,Will Joe Biden be good for Britain? Here's what my time with him in Washington taught me | Kim Darroch https://t.co/ksm0oVS1Sz,1325836245201788928,2,16042794,Guardian US
164,2020-11-09,6,US coronavirus cases near 10m with fears of more deaths as weather cools https://t.co/pjX1wHEqkv,1325825167159939072,6,16042794,Guardian US
165,2020-11-09,13,Alex Trebek's final Jeopardy! episode to air on Christmas Day https://t.co/h1M1Zjof0p,1325821495378112514,7,16042794,Guardian US
166,2020-11-09,3,Global stock markets surge after Pfizer Covid vaccine news https://t.co/6qgQYLJxIe,1325817962507472899,2,16042794,Guardian US
167,2020-11-09,15,Joe Biden's love for Seamus Heaney is evidence of a soul you can trust | Jonathan Jones https://t.co/uzDt7LFXQc,1325814388054511616,4,16042794,Guardian US
168,2020-11-09,0,"RT @oliverlaughland: Our final episode of Anywhere But Washington is out this morning. 

We followed communities in south Florida, living i…",1325810838872190977,18,16042794,Guardian US
169,2020-11-09,19,Make no mistake: Biden's success is an important win for the world | Cas Mudde https://t.co/ZpVn4UD4ce,1325807251144253442,7,16042794,Guardian US
170,2020-11-09,5,"With Trump voted out, can I finally feel at home in America again? | Moustafa Bayoumi https://t.co/X327GsVafo",1325801717192069121,3,16042794,Guardian US
171,2020-11-09,3,Trump was unique. The Republicans will struggle to find another like him | Jan-Werner Mueller https://t.co/E8BUx6diMY,1325800906080792583,4,16042794,Guardian US
172,2020-11-09,6,How can Joe Biden deal with Donald Trump's obstruction in transition? https://t.co/lnhXqdyCtE,1325794328715927563,4,16042794,Guardian US
173,2020-11-09,2,Tropical Storm Eta brings heavy rains to already flooded Florida Keys https://t.co/0br9oIzI91,1325787138374455303,1,16042794,Guardian US
174,2020-11-09,0,Josh Allen and the surging Buffalo Bills are stirring up the echoes of 1993 https://t.co/AbaK2NIFtd,1325759517129383936,2,16042794,Guardian US
175,2020-11-09,5,Victory is only the prelude. What happens now is up to us | Rebecca Solnit https://t.co/h9EHJYKLdw,1325757781585108994,7,16042794,Guardian US
176,2020-11-09,4,US to send asylum seekers home to Cameroon despite 'death plane' warnings https://t.co/1eNmh7J8P8,1325755845930594306,7,16042794,Guardian US
177,2020-11-09,9,Donald Trump’s refusal to concede sparks transition sabotage fears https://t.co/S0yTmQyBdp,1325755140540952576,11,16042794,Guardian US
178,2020-11-09,9,"Republican governor wins in Montana, raising fears for beloved wilderness https://t.co/lcfuvW5qcu",1325752439157501954,4,16042794,Guardian US
